Dystans (m),Wysokość (m)
0,42.84702301025391
4.125824210127012,43.50761032104492
8.251648420254025,44.00806045532227
12.377472630381037,44.45967483520508
16.50329684050805,44.84313583374023
20.629121050635064,44.93975448608398
24.754945260762074,44.85877227783203
28.880769470889085,44.84780883789062
33.0065936810161,44.89032363891602
37.13241789114311,44.92385864257812
41.25824210127013,44.93617630004883
45.384066311397135,44.93381500244141
49.50989052152415,44.91827011108398
53.63571473165116,44.76384353637695
57.76153894177817,44.60667419433594
61.887363151905184,44.48816680908203
66.0131873620322,44.42378997802734
70.1390115721592,44.36276626586914
74.26483578228623,44.21305465698242
78.39065999241323,43.85429000854492
82.51648420254025,43.44531631469727
86.64230841266726,43.0048942565918
90.76813262279427,42.49570846557617
94.89395683292129,41.98361587524414
99.0197810430483,41.50811386108398
103.1456052531753,41.05346298217773
107.27142946330233,40.61448287963867
111.39725367342933,40.19693374633789
115.52307788355634,39.80875778198242
119.64890209368336,39.43436431884766
123.77472630381037,39.09789276123047
127.90055051393739,38.81505584716797
132.0263747240644,38.56676483154297
136.1521989341914,38.37454223632812
140.2780231443184,38.16777420043945
144.40384735444545,37.93928527832031
148.52967156457245,37.59381866455078
152.65549577469946,37.27167129516602
156.78131998482647,36.9526481628418
160.90714419495347,36.6004753112793
165.0329684050805,36.21702575683594
169.15879261520752,35.93310165405273
173.28461682533452,35.61650085449219
177.41044103546153,35.60107421875
181.53626524558854,35.64709854125977
185.66208945571555,35.72001266479492
189.78791366584258,35.8020133972168
193.9137378759696,35.72744750976562
198.0395620860966,35.54399490356445
202.1653862962236,35.10883712768555
206.2912105063506,34.58677291870117
210.41703471647764,34.26202774047852
214.54285892660465,34.35941696166992
218.66868313673166,34.57322311401367
222.79450734685867,34.77206039428711
226.92033155698567,34.8520393371582
231.04615576711268,34.7465934753418
235.17197997723972,34.5175666809082
239.29780418736672,34.4811897277832
243.42362839749373,34.67045974731445
247.54945260762074,34.88400650024414
251.67527681774774,35.01757431030273
255.80110102787478,35.05154800415039
259.9269252380018,35.02426910400391
264.0527494481288,34.79305648803711
268.1785736582558,34.58936309814453
272.3043978683828,34.45428848266602
276.4302220785098,34.39144515991211
280.5560462886368,34.5219841003418
284.68187049876383,34.98032760620117
288.8076947088909,35.00667953491211
292.9335189190179,34.83107757568359
297.0593431291449,35.29159927368164
301.1851673392719,35.87286376953125
