1,5,1,Skierniewice,lodzkie,213,334,19:44:00,01:55:00,2000-09-26,2000-09-27
2,9,2,Skierniewice,lodzkie,207,349,19:44:00,21:52:00,2000-09-26,2000-09-26
3,10,2,Skierniewice,lodzkie,204,342,19:44:00,22:52:00,2000-09-26,2000-09-26
4,4,0,Skierniewice,lodzkie,214,339,19:44:00,01:49:00,2000-09-26,2000-09-27
5,8,2,Skierniewice,lodzkie,200,353,19:44:00,01:51:00,2000-09-26,2000-09-27
6,9,0,Skierniewice,lodzkie,198,339,09:17:00,16:55:00,2000-07-26,2000-07-26
7,5,1,Skierniewice,lodzkie,196,354,09:17:00,13:53:00,2000-07-26,2000-07-26
8,3,1,Skierniewice,lodzkie,199,345,09:17:00,10:42:00,2000-07-26,2000-07-26
9,4,1,Skierniewice,lodzkie,198,334,09:17:00,23:46:00,2000-07-26,2000-07-26
10,8,0,Skierniewice,lodzkie,201,352,09:17:00,00:43:00,2000-07-26,2000-07-27
11,8,0,Skierniewice,lodzkie,195,336,09:17:00,00:24:00,2000-07-26,2000-07-27
12,10,2,Skierniewice,lodzkie,201,354,09:17:00,22:34:00,2000-07-26,2000-07-26
13,3,2,Skierniewice,lodzkie,215,344,00:51:00,20:58:00,2000-06-27,2000-06-27
14,1,0,Skierniewice,lodzkie,203,346,00:51:00,17:55:00,2000-06-27,2000-06-27
15,2,1,Skierniewice,lodzkie,205,338,00:51:00,02:55:00,2000-06-27,2000-06-27
16,1,1,Skierniewice,lodzkie,208,334,00:51:00,05:56:00,2000-06-27,2000-06-27
17,2,1,Skierniewice,lodzkie,199,340,00:51:00,22:56:00,2000-06-27,2000-06-27
18,2,1,Skierniewice,lodzkie,205,343,00:51:00,16:58:00,2000-06-27,2000-06-27
19,9,0,Skierniewice,lodzkie,200,336,00:51:00,23:52:00,2000-06-27,2000-06-27
20,1,2,Skierniewice,lodzkie,204,341,01:45:00,04:53:00,2000-06-27,2000-06-27
21,0,2,Skierniewice,lodzkie,205,335,01:45:00,00:48:00,2000-06-27,2000-06-28
22,1,2,Skierniewice,lodzkie,202,339,01:45:00,10:52:00,2000-06-27,2000-06-27
23,4,2,Skierniewice,lodzkie,201,348,18:49:00,01:55:00,2000-11-27,2000-11-28
24,6,1,Skierniewice,lodzkie,205,350,18:49:00,19:51:00,2000-11-27,2000-11-27
25,3,1,Skierniewice,lodzkie,204,348,18:49:00,22:57:00,2000-11-27,2000-11-27
26,7,2,Skierniewice,lodzkie,203,351,18:49:00,00:52:00,2000-11-27,2000-11-28
27,9,0,Skierniewice,lodzkie,202,353,21:54:00,01:55:00,2000-07-26,2000-07-27
28,1,1,Skierniewice,lodzkie,210,339,21:54:00,00:56:00,2000-07-26,2000-07-27
29,10,0,Skierniewice,lodzkie,213,334,21:54:00,23:55:00,2000-07-26,2000-07-26
30,9,2,Skierniewice,lodzkie,196,345,21:54:00,00:59:00,2000-07-26,2000-07-27
31,9,1,Skierniewice,lodzkie,205,336,21:54:00,01:56:00,2000-07-26,2000-07-27
32,4,2,Skierniewice,lodzkie,196,337,20:59:00,01:59:00,2000-08-26,2000-08-27
33,3,0,Skierniewice,lodzkie,204,344,20:59:00,21:59:00,2000-08-26,2000-08-26
34,4,1,Skierniewice,lodzkie,212,337,20:59:00,21:59:00,2000-08-26,2000-08-26
35,4,2,Skierniewice,lodzkie,203,340,20:59:00,23:59:00,2000-08-26,2000-08-26
36,3,2,Skierniewice,lodzkie,207,334,21:59:00,23:59:00,2000-06-26,2000-06-26
37,3,2,Skierniewice,lodzkie,211,336,21:59:00,22:59:00,2000-06-26,2000-06-26
38,9,0,Skierniewice,lodzkie,204,336,21:59:00,21:59:00,2000-06-26,2000-06-26
39,9,2,Skierniewice,lodzkie,212,348,21:59:00,23:59:00,2000-06-26,2000-06-26
